"","Treatment","Subject","Task","Time","Choice","Reward","Trial","Day","Ones","AllTrials"
"12239","T",1.1,"0P005_WTL",4641,1,1,34,2,1,134
"12240","T",1.1,"0P005_WTL",4779,1,1,34,3,1,234
"12241","T",1.1,"0P005_WTL",4560,1,1,34,4,1,313
"12242","T",1.1,"0P005_WTL",3990,1,1,34,5,1,413
"12243","T",1.1,"0P005_WTR",4092,-1,1,34,6,1,513
"12244","T",1.1,"0P005_WTR",3731,-1,-1,34,7,1,613
"12245","T",1.1,"0P005_WTR",2974,-1,-1,34,8,1,713
"12246","T",1.1,"0P005_WTR",3098,1,1,34,9,1,813
"12247","T",1.1,"0P005_WTR",3748,1,-1,34,10,1,913
"12248","T",1.2,"0P005_WTL",3784,1,1,34,2,1,64
"12249","T",1.2,"0P005_WTL",6616,1,-1,34,4,1,119
"12250","T",1.2,"0P005_WTL",4448,1,1,34,5,1,208
"12251","T",1.2,"0P005_WTR",5019,1,1,34,6,1,308
"12252","T",1.2,"0P005_WTR",5133,1,-1,34,7,1,408
"12253","T",1.2,"0P005_WTR",3320,1,1,34,8,1,508
"12254","T",1.2,"0P005_WTR",3989,1,1,34,9,1,608
"12255","T",1.2,"0P005_WTR",3769,1,-1,34,10,1,708
"12256","T",2.3,"0P005_WTL",11142,1,1,34,1,1,34
"12257","T",2.3,"0P005_WTL",10455,1,1,34,2,1,103
"12258","T",2.3,"0P005_WTL",11571,1,1,34,4,1,167
"12259","T",2.3,"0P005_WTL",9587,1,1,34,5,1,237
"12260","T",2.3,"0P005_WTR",6284,-1,1,34,6,1,327
"12261","T",2.3,"0P005_WTR",6174,1,1,34,7,1,427
"12262","T",2.3,"0P005_WTR",3617,1,1,34,8,1,527
"12263","T",2.3,"0P005_WTR",3399,1,1,34,9,1,627
"12264","T",2.3,"0P005_WTR",5426,1,-1,34,10,1,727
"12265","T",2.4,"0P005_WTL",5351,1,1,34,4,1,67
"12266","T",2.4,"0P005_WTL",5025,1,1,34,5,1,167
"12267","T",2.4,"0P005_WTR",6442,-1,-1,34,6,1,267
"12268","T",2.4,"0P005_WTR",4067,-1,NA,34,7,1,368
"12269","T",2.4,"0P005_WTR",2959,-1,-1,34,8,1,469
"12270","T",2.4,"0P005_WTR",3510,-1,-1,34,9,1,569
"12271","T",2.4,"0P005_WTR",5449,-1,-1,34,10,1,669
"12272","S",3.1,"0P005_WTL",6125,1,1,34,1,1,34
"12273","S",3.1,"0P005_WTL",9685,1,1,34,2,1,72
"12274","S",3.1,"0P005_WTL",7259,1,1,34,4,1,157
"12275","S",3.1,"0P005_WTL",9434,1,1,34,5,1,243
"12276","S",3.1,"0P005_WTR",10361,-1,-1,34,6,1,341
"12277","S",3.1,"0P005_WTR",4415,-1,1,34,7,1,397
"12278","S",3.1,"0P005_WTR",5083,1,1,34,8,1,497
"12279","S",3.1,"0P005_WTR",4594,1,1,34,9,1,596
"12280","S",3.1,"0P005_WTR",5293,1,1,34,10,1,696
"12281","S",4.2,"0P005_WTL",6329,1,1,34,3,1,70
"12282","S",4.2,"0P005_WTL",13544,1,1,34,4,1,140
"12283","S",4.2,"0P005_WTL",3733,1,1,34,5,1,204
"12284","S",4.2,"0P005_WTR",6251,-1,-1,34,6,1,304
"12285","S",4.2,"0P005_WTR",4093,1,NA,34,7,1,404
"12286","S",4.2,"0P005_WTR",2727,1,NA,34,8,1,504
"12287","S",4.2,"0P005_WTR",3435,1,1,34,9,1,604
"12288","S",4.2,"0P005_WTR",3935,1,1,34,10,1,704
"12289","S",5.1,"0P005_WTL",4531,-1,-1,34,1,1,34
"12290","S",5.1,"0P005_WTL",6799,1,1,34,2,1,134
"12291","S",5.1,"0P005_WTL",11199,1,1,34,3,1,229
"12292","S",5.1,"0P005_WTL",4808,1,1,34,4,1,323
"12293","S",5.1,"0P005_WTL",9583,-1,-1,34,5,1,423
"12294","S",5.1,"0P005_WTR",10502,1,1,34,6,1,473
"12295","S",5.1,"0P005_WTR",4039,1,1,34,7,1,565
"12296","S",5.1,"0P005_WTR",3112,1,1,34,8,1,665
"12297","S",5.1,"0P005_WTR",3246,1,1,34,9,1,765
"12298","S",5.1,"0P005_WTR",4248,1,1,34,10,1,865
"12299","S",5.2,"0P005_WTL",6933,-1,-1,34,2,1,58
"12300","S",5.2,"0P005_WTL",4734,1,1,34,3,1,158
"12301","S",5.2,"0P005_WTL",5601,1,1,34,4,1,232
"12302","S",5.2,"0P005_WTL",5786,1,1,34,5,1,332
"12303","S",5.2,"0P005_WTR",4173,-1,-1,34,6,1,432
"12304","S",5.2,"0P005_WTR",4414,1,1,34,7,1,532
"12305","S",5.2,"0P005_WTR",6450,1,1,34,8,1,632
"12306","S",5.2,"0P005_WTR",3448,1,-1,34,9,1,718
"12307","S",5.2,"0P005_WTR",8609,1,1,34,10,1,818
"12308","T",6.3,"0P005_WTL",6659,1,1,34,2,1,57
"12309","T",6.3,"0P005_WTL",7284,1,1,34,3,1,157
"12310","T",6.3,"0P005_WTL",5129,1,-1,34,4,1,256
"12311","T",6.3,"0P005_WTL",5500,1,1,34,5,1,356
"12312","T",6.3,"0P005_WTR",4033,1,-1,34,6,1,456
"12313","T",6.3,"0P005_WTR",4007,-1,-1,34,7,1,556
"12314","T",6.3,"0P005_WTR",5397,1,-1,34,8,1,656
"12315","T",6.3,"0P005_WTR",4191,1,-1,34,9,1,756
"12316","T",6.3,"0P005_WTR",3508,1,1,34,10,1,856
"12317","T",6.4,"0P005_WTL",4125,1,1,34,1,1,34
"12318","T",6.4,"0P005_WTL",4832,1,1,34,2,1,134
"12319","T",6.4,"0P005_WTL",5315,1,-1,34,3,1,212
"12320","T",6.4,"0P005_WTL",3615,1,1,34,4,1,281
"12321","T",6.4,"0P005_WTL",3759,1,1,34,5,1,381
"12322","T",6.4,"0P005_WTR",3000,-1,-1,34,6,1,481
"12323","T",6.4,"0P005_WTR",3649,-1,-1,34,7,1,581
"12324","T",6.4,"0P005_WTR",3743,1,1,34,8,1,681
"12325","T",6.4,"0P005_WTR",4657,1,1,34,9,1,781
"12326","T",6.4,"0P005_WTR",3916,1,-1,34,10,1,881
"12327","S",7.1,"0P005_WTL",3869,-1,-1,34,1,1,34
"12328","S",7.1,"0P005_WTL",11946,1,1,34,4,1,152
"12329","S",7.1,"0P005_WTL",11584,1,-1,34,5,1,224
"12330","S",7.1,"0P005_WTR",14975,-1,-1,34,6,1,313
"12331","S",7.1,"0P005_WTR",4363,1,1,34,7,1,363
"12332","S",7.1,"0P005_WTR",5037,1,-1,34,8,1,463
"12333","S",7.1,"0P005_WTR",4157,1,-1,34,9,1,535
"12334","S",7.1,"0P005_WTR",3919,1,-1,34,10,1,635
"12335","S",7.4,"0P005_WTL",17299,1,1,34,4,1,47
"12336","T",8.2,"0P005_WTL",9116,1,1,34,1,1,34
"12337","T",8.2,"0P005_WTL",6068,1,-1,34,3,1,136
"12338","T",8.2,"0P005_WTL",3508,1,1,34,4,1,236
"12339","T",8.2,"0P005_WTL",3056,-1,-1,34,5,1,336
"12340","T",8.2,"0P005_WTR",3295,-1,1,67,6,1,469
"12341","S",8.2,"0P005_WTR",3770,-1,-1,68,6,1,470
"12342","T",8.2,"0P005_WTR",3996,-1,-1,34,7,1,636
"12343","T",8.2,"0P005_WTR",3176,1,1,34,8,1,737
"12344","T",8.2,"0P005_WTR",5131,1,1,34,9,1,837
"12345","T",8.2,"0P005_WTR",3195,1,1,34,10,1,937
"12346","T",8.3,"0P005_WTL",4755,1,-1,34,1,1,34
"12347","T",8.3,"0P005_WTL",7820,1,1,34,3,1,108
"12348","T",8.3,"0P005_WTL",5578,1,-1,34,4,1,153
"12349","T",8.3,"0P005_WTL",7634,1,-1,34,5,1,252
"12350","T",8.3,"0P005_WTR",5069,-1,-1,34,6,1,327
"12351","T",8.3,"0P005_WTR",5535,1,1,34,7,1,427
"12352","T",8.3,"0P005_WTR",5313,1,1,34,8,1,523
"12353","T",8.3,"0P005_WTR",6451,1,1,34,9,1,623
"12354","T",8.3,"0P005_WTR",5922,1,1,34,10,1,720
"12355","S",9.1,"0P005_WTL",2994,1,1,34,1,1,34
"12356","S",9.1,"0P005_WTL",3880,1,1,34,2,1,69
"12357","S",9.1,"0P005_WTL",4593,1,1,34,3,1,164
"12358","S",9.1,"0P005_WTL",3091,1,1,34,4,1,204
"12359","S",9.1,"0P005_WTR",8121,-1,1,34,8,1,332
"12360","S",9.1,"0P005_WTR",3767,1,-1,34,9,1,422
"12361","S",9.1,"0P005_WTR",3694,1,-1,34,10,1,522
"12362","S",9.2,"0P005_WTL",4595,1,1,34,2,1,42
"12363","S",9.2,"0P005_WTL",3954,1,1,34,4,1,157
"12364","S",9.2,"0P005_WTL",3264,1,1,34,5,1,257
"12365","S",9.2,"0P005_WTR",3907,-1,-1,34,7,1,357
"12366","S",9.2,"0P005_WTR",2999,1,1,34,8,1,458
"12367","S",9.2,"0P005_WTR",3252,1,1,34,9,1,558
"12368","S",9.2,"0P005_WTR",2933,1,1,34,10,1,658
"12369","S",10.3,"0P005_WTL",9916,1,1,34,2,1,52
"12370","S",10.3,"0P005_WTL",9530,1,1,34,3,1,93
"12371","S",10.3,"0P005_WTL",3299,1,1,34,4,1,131
"12372","S",10.3,"0P005_WTL",4518,1,-1,34,5,1,231
"12373","S",10.3,"0P005_WTR",4372,-1,-1,34,6,1,331
"12374","S",10.3,"0P005_WTR",4751,1,1,34,7,1,431
"12375","S",10.3,"0P005_WTR",3533,1,1,34,8,1,531
"12376","S",10.3,"0P005_WTR",3772,1,1,34,9,1,631
"12377","S",10.3,"0P005_WTR",4536,1,1,34,10,1,732
"12378","S",10.4,"0P005_WTL",4773,1,-1,34,2,1,37
"12379","S",10.4,"0P005_WTL",4315,1,1,34,4,1,76
"12380","S",10.4,"0P005_WTL",14426,1,1,34,5,1,177
"12381","S",10.4,"0P005_WTR",4359,-1,NA,34,6,1,238
"12382","S",10.4,"0P005_WTR",6162,1,1,34,7,1,338
"12383","S",10.4,"0P005_WTR",4571,1,1,34,8,1,438
"12384","S",10.4,"0P005_WTR",5564,1,1,34,9,1,538
"12385","S",10.4,"0P005_WTR",5261,-1,-1,34,10,1,638
"12386","T",11.1,"0P005_WTL",5837,1,1,34,1,1,34
"12387","T",11.1,"0P005_WTL",16304,1,1,34,2,1,122
"12388","T",11.1,"0P005_WTL",5223,1,-1,34,4,1,169
"12389","T",11.1,"0P005_WTL",6788,1,1,34,5,1,269
"12390","T",11.1,"0P005_WTR",11026,-1,1,34,6,1,355
"12391","T",11.1,"0P005_WTR",9081,1,-1,34,7,1,423
"12392","T",11.1,"0P005_WTR",5319,1,1,34,8,1,503
"12393","T",11.1,"0P005_WTR",5452,1,1,34,9,1,603
"12394","T",11.1,"0P005_WTR",4575,1,-1,34,10,1,703
"12395","T",11.3,"0P005_WTL",7780,1,1,34,4,1,90
"12396","T",11.3,"0P005_WTL",3043,1,1,34,5,1,178
"12397","T",11.3,"0P005_WTR",3130,-1,-1,34,6,1,279
"12398","T",11.3,"0P005_WTR",3880,1,1,34,7,1,379
"12399","T",11.3,"0P005_WTR",3899,1,1,34,8,1,480
"12400","T",11.3,"0P005_WTR",3378,1,NA,34,9,1,580
"12401","T",11.3,"0P005_WTR",3456,-1,-1,34,10,1,681
"12402","T",12.2,"0P005_WTL",4393,1,1,34,2,1,64
"12403","T",12.2,"0P005_WTL",5190,1,1,34,3,1,160
"12404","T",12.2,"0P005_WTL",4828,1,1,34,4,1,254
"12405","T",12.2,"0P005_WTL",3180,1,-1,34,5,1,354
"12406","T",12.2,"0P005_WTR",3167,-1,-1,34,6,1,454
"12407","T",12.2,"0P005_WTR",3076,-1,-1,34,7,1,554
"12408","T",12.2,"0P005_WTR",2363,1,1,34,8,1,654
"12409","T",12.2,"0P005_WTR",3527,1,-1,34,9,1,754
"12410","T",12.2,"0P005_WTR",3294,-1,-1,34,10,1,855
"12411","T",12.4,"0P005_WTL",4759,1,1,34,2,1,35
"12412","T",12.4,"0P005_WTL",3501,1,-1,34,3,1,135
"12413","T",12.4,"0P005_WTL",3564,1,1,34,4,1,169
"12414","T",12.4,"0P005_WTL",2452,1,1,34,5,1,269
"12415","T",12.4,"0P005_WTR",3530,-1,-1,34,6,1,369
"12416","T",12.4,"0P005_WTR",3782,-1,-1,34,7,1,469
"12417","T",12.4,"0P005_WTR",3384,-1,-1,34,8,1,569
"12418","T",12.4,"0P005_WTR",3398,1,1,34,9,1,669
"12419","T",12.4,"0P005_WTR",3621,-1,-1,34,10,1,770
"12420","T",13.1,"0P005_WTL",3278,1,-1,34,1,1,34
"12421","T",13.1,"0P005_WTL",4534,1,1,34,2,1,112
"12422","T",13.1,"0P005_WTL",6942,1,1,34,3,1,182
"12423","T",13.1,"0P005_WTL",5926,1,1,34,4,1,262
"12424","T",13.1,"0P005_WTL",6572,1,1,34,5,1,362
"12425","T",13.1,"0P005_WTR",3858,-1,-1,34,6,1,462
"12426","T",13.1,"0P005_WTR",4225,-1,1,34,7,1,562
"12427","T",13.1,"0P005_WTR",3296,-1,-1,34,8,1,662
"12428","T",13.1,"0P005_WTR",5425,1,1,34,9,1,762
"12429","T",13.1,"0P005_WTR",4176,1,1,34,10,1,849
"12430","T",13.2,"0P005_WTL",3923,1,-1,34,4,1,68
"12431","T",13.2,"0P005_WTL",3086,1,1,34,5,1,169
"12432","T",13.2,"0P005_WTR",2869,-1,-1,34,6,1,269
"12433","T",13.2,"0P005_WTR",2987,-1,-1,34,7,1,369
"12434","T",13.2,"0P005_WTR",2659,-1,-1,34,8,1,469
"12435","T",13.2,"0P005_WTR",3285,1,NA,34,9,1,569
"12436","T",13.2,"0P005_WTR",2749,1,1,34,10,1,669
"12437","T",14.1,"0P005_WTL",3382,1,1,34,1,1,34
"12438","T",14.3,"0P005_WTL",3944,1,-1,34,4,1,63
"12439","T",14.3,"0P005_WTL",3399,1,1,34,5,1,163
"12440","T",14.3,"0P005_WTR",2636,-1,-1,34,6,1,263
"12441","T",14.3,"0P005_WTR",3489,-1,1,34,7,1,363
"12442","T",14.3,"0P005_WTR",3835,-1,-1,34,8,1,464
"12443","T",14.3,"0P005_WTR",4208,1,1,34,9,1,565
"12444","T",14.3,"0P005_WTR",3521,1,1,34,10,1,665
"12445","T",14.4,"0P005_WTL",2906,1,1,34,3,1,36
"12446","T",14.4,"0P005_WTL",3323,1,1,34,4,1,136
"12447","T",14.4,"0P005_WTL",2954,1,-1,34,5,1,236
"12448","T",14.4,"0P005_WTR",2492,-1,-1,34,6,1,337
"12449","T",14.4,"0P005_WTR",2626,-1,1,34,7,1,437
"12450","T",14.4,"0P005_WTR",2466,1,NA,34,8,1,538
"12451","T",14.4,"0P005_WTR",3068,1,1,34,9,1,638
"12452","T",14.4,"0P005_WTR",2804,1,1,34,10,1,738
"12453","S",15.1,"0P005_WTL",6785,1,-1,34,4,1,102
"12454","S",15.1,"0P005_WTL",4356,1,1,34,5,1,199
"12455","S",15.1,"0P005_WTR",3994,-1,1,34,6,1,300
"12456","S",15.1,"0P005_WTR",3768,-1,1,34,7,1,400
"12457","S",15.1,"0P005_WTR",3751,-1,1,34,8,1,500
"12458","S",15.1,"0P005_WTR",4131,1,1,34,9,1,600
"12459","S",15.1,"0P005_WTR",4059,-1,-1,34,10,1,700
"12460","S",15.4,"0P005_WTL",3137,1,-1,34,4,1,66
"12461","S",15.4,"0P005_WTL",2547,1,NA,34,5,1,166
"12462","S",15.4,"0P005_WTR",2400,-1,-1,34,6,1,266
"12463","S",15.4,"0P005_WTR",2775,1,1,34,7,1,367
"12464","S",15.4,"0P005_WTR",2379,1,1,34,8,1,467
"12465","S",15.4,"0P005_WTR",2438,1,1,34,9,1,567
"12466","S",15.4,"0P005_WTR",2584,1,1,34,10,1,667
"12467","S",16.2,"0P005_WTL",4099,1,1,34,1,1,34
"12468","S",16.2,"0P005_WTL",5375,1,1,34,2,1,134
"12469","S",16.2,"0P005_WTL",3913,1,1,34,3,1,234
"12470","S",16.2,"0P005_WTL",4570,1,-1,34,4,1,272
"12471","S",16.2,"0P005_WTL",3651,1,1,34,5,1,372
"12472","S",16.2,"0P005_WTR",2749,-1,-1,34,6,1,472
"12473","S",16.2,"0P005_WTR",4540,1,-1,34,7,1,572
"12474","S",16.2,"0P005_WTR",3947,1,1,34,8,1,672
"12475","S",16.2,"0P005_WTR",4313,1,-1,34,9,1,772
"12476","S",16.2,"0P005_WTR",3783,1,-1,34,10,1,872
"12477","S",16.3,"0P005_WTL",6572,-1,-1,34,1,1,34
"12478","T",16.3,"0P005_WTL",4151,1,-1,67,2,1,148
"12479","S",16.3,"0P005_WTL",6955,1,1,68,2,1,149
"12480","S",16.3,"0P005_WTL",4803,1,1,34,3,1,283
"12481","S",16.3,"0P005_WTL",3357,1,1,34,4,1,339
"12482","S",16.3,"0P005_WTL",3377,1,1,34,5,1,439
"12483","S",16.3,"0P005_WTR",3407,-1,-1,34,6,1,539
"12484","S",16.3,"0P005_WTR",3666,1,1,34,7,1,639
"12485","S",16.3,"0P005_WTR",3461,1,1,34,8,1,739
"12486","S",16.3,"0P005_WTR",3820,1,1,34,9,1,839
"12487","S",16.3,"0P005_WTR",3760,1,1,34,10,1,939
"12488","T",16.4,"0P005_WTL",3286,1,-1,34,2,1,34
"12489","S",17.1,"0P005_WTL",4689,1,-1,34,2,1,55
"12490","S",17.1,"0P005_WTL",7036,1,1,34,4,1,93
"12491","S",17.1,"0P005_WTL",6022,1,-1,34,5,1,189
"12492","S",17.1,"0P005_WTR",3627,-1,-1,34,6,1,289
"12493","S",17.1,"0P005_WTR",3128,1,1,34,7,1,389
"12494","S",17.1,"0P005_WTR",2958,1,1,34,8,1,489
"12495","S",17.1,"0P005_WTR",4007,1,1,34,9,1,589
"12496","S",17.1,"0P005_WTR",11083,1,1,34,10,1,678
"12497","S",17.2,"0P005_WTL",9004,1,1,34,1,1,34
"12498","S",17.2,"0P005_WTL",6649,1,1,34,2,1,83
"12499","S",17.2,"0P005_WTL",2818,-1,1,34,3,1,147
"12500","S",17.2,"0P005_WTL",5798,1,1,34,4,1,218
"12501","S",17.2,"0P005_WTL",6798,1,1,34,5,1,303
"12502","S",17.2,"0P005_WTR",5491,-1,-1,34,6,1,403
"12503","S",17.2,"0P005_WTR",4331,1,1,34,7,1,503
"12504","S",17.2,"0P005_WTR",5672,1,1,34,8,1,603
"12505","S",17.2,"0P005_WTR",3960,1,1,34,9,1,698
"12506","S",17.2,"0P005_WTR",6572,-1,-1,34,10,1,798
"12507","T",18.3,"0P005_WTL",5447,1,1,34,2,1,61
"12508","T",18.3,"0P005_WTL",4501,1,1,34,3,1,161
"12509","T",18.3,"0P005_WTL",5167,1,-1,34,4,1,210
"12510","T",18.3,"0P005_WTL",4409,1,NA,34,5,1,310
"12511","T",18.3,"0P005_WTR",3526,-1,-1,34,6,1,410
"12512","T",18.3,"0P005_WTR",3089,1,1,34,7,1,510
"12513","T",18.3,"0P005_WTR",3256,1,NA,34,8,1,610
"12514","T",18.3,"0P005_WTR",3199,1,1,34,9,1,710
"12515","T",18.3,"0P005_WTR",3236,1,1,34,10,1,810
"12516","T",18.4,"0P005_WTL",3782,1,1,34,4,1,74
"12517","T",18.4,"0P005_WTL",3284,1,-1,34,5,1,174
"12518","T",18.4,"0P005_WTR",2859,-1,-1,34,6,1,274
"12519","T",18.4,"0P005_WTR",2331,1,1,34,7,1,374
"12520","T",18.4,"0P005_WTR",3313,1,-1,34,8,1,474
"12521","T",18.4,"0P005_WTR",2585,1,NA,34,9,1,575
"12522","T",18.4,"0P005_WTR",2830,1,1,34,10,1,675
"12523","T",19.1,"0P005_WTL",3245,1,1,34,1,1,34
"12524","T",19.1,"0P005_WTL",4632,1,1,34,2,1,110
"12525","T",19.1,"0P005_WTL",5308,1,1,34,4,1,217
"12526","T",19.1,"0P005_WTL",3498,1,-1,34,5,1,317
"12527","T",19.1,"0P005_WTR",3693,-1,-1,34,6,1,417
"12528","T",19.1,"0P005_WTR",3518,1,1,34,7,1,517
"12529","T",19.1,"0P005_WTR",4317,1,1,34,8,1,617
"12530","T",19.1,"0P005_WTR",3966,1,-1,34,9,1,717
"12531","T",19.1,"0P005_WTR",3975,1,1,34,10,1,817
"12532","T",19.3,"0P005_WTL",4685,-1,1,34,4,1,75
"12533","T",19.3,"0P005_WTL",4632,1,1,34,5,1,175
"12534","T",19.3,"0P005_WTR",3081,-1,-1,34,6,1,275
"12535","T",19.3,"0P005_WTR",3000,-1,NA,34,7,1,376
"12536","T",19.3,"0P005_WTR",3726,1,1,34,8,1,476
"12537","T",19.3,"0P005_WTR",3658,1,1,34,9,1,576
"12538","T",19.3,"0P005_WTR",3532,1,1,34,10,1,676
"12539","S",20.2,"0P005_WTL",6789,1,1,34,1,1,34
"12540","S",20.2,"0P005_WTL",13554,1,1,34,4,1,134
"12541","S",20.2,"0P005_WTL",15861,1,1,34,5,1,183
"12542","S",20.2,"0P005_WTR",4638,-1,-1,34,7,1,233
"12543","S",20.4,"0P005_WTL",12259,1,1,34,2,1,48
"12544","S",20.4,"0P005_WTL",9995,1,1,34,3,1,126
"12545","S",20.4,"0P005_WTR",9938,-1,-1,34,6,1,202
"12546","S",20.4,"0P005_WTR",7004,-1,-1,34,8,1,261
"12547","S",20.4,"0P005_WTR",4775,1,1,34,9,1,354
"12548","S",20.4,"0P005_WTR",9237,1,-1,34,10,1,454
"12549","S",21.2,"0P005_WTL",8530,1,1,34,1,1,34
"12550","S",21.2,"0P005_WTL",4627,-1,-1,34,2,1,134
"12551","S",21.2,"0P005_WTL",4478,1,1,34,3,1,174
"12552","S",21.2,"0P005_WTL",4351,1,-1,34,4,1,274
"12553","S",21.2,"0P005_WTL",3226,1,1,34,5,1,374
"12554","S",21.2,"0P005_WTR",3699,-1,-1,34,6,1,474
"12555","S",21.2,"0P005_WTR",3197,-1,NA,34,7,1,574
"12556","S",21.2,"0P005_WTR",3507,1,1,34,8,1,674
"12557","S",21.2,"0P005_WTR",3886,1,1,34,9,1,774
"12558","S",21.2,"0P005_WTR",2829,1,-1,34,10,1,874
"12559","S",21.3,"0P005_WTL",4414,1,1,34,5,1,34
"12560","S",21.4,"0P005_WTL",4372,1,1,34,1,1,34
"12561","S",21.4,"0P005_WTL",6355,1,1,34,2,1,109
"12562","S",21.4,"0P005_WTL",5773,1,1,34,3,1,208
"12563","S",21.4,"0P005_WTL",5195,1,1,34,4,1,308
"12564","S",21.4,"0P005_WTR",3510,-1,-1,34,6,1,408
"12565","S",21.4,"0P005_WTR",2727,1,1,34,7,1,508
"12566","S",21.4,"0P005_WTR",2735,1,1,34,8,1,608
"12567","S",21.4,"0P005_WTR",2609,1,1,34,9,1,708
"12568","S",21.4,"0P005_WTR",2140,1,NA,34,10,1,808
"12569","T",22.1,"0P005_WTL",4254,-1,-1,34,2,1,40
"12570","T",22.1,"0P005_WTL",5401,1,1,34,4,1,154
"12571","T",22.1,"0P005_WTL",3767,1,1,34,5,1,254
"12572","T",22.1,"0P005_WTR",3387,-1,-1,34,6,1,354
"12573","T",22.1,"0P005_WTR",3414,1,-1,34,7,1,454
"12574","T",22.1,"0P005_WTR",3428,-1,-1,34,8,1,554
"12575","T",22.1,"0P005_WTR",5159,1,-1,34,9,1,654
"12576","T",22.1,"0P005_WTR",7747,1,1,34,10,1,754
"12577","T",22.3,"0P005_WTL",4167,1,1,34,1,1,34
"12578","T",22.3,"0P005_WTL",3773,1,1,34,3,1,118
"12579","T",22.3,"0P005_WTL",4398,1,-1,34,4,1,172
"12580","T",22.3,"0P005_WTL",3456,1,-1,34,5,1,272
"12581","T",22.3,"0P005_WTR",3171,-1,1,34,6,1,372
"12582","T",22.3,"0P005_WTR",2406,1,1,34,7,1,472
"12583","T",22.3,"0P005_WTR",4956,1,1,34,8,1,572
"12584","T",22.3,"0P005_WTR",3445,1,1,34,9,1,672
"12585","T",22.3,"0P005_WTR",6871,1,1,34,10,1,772
"12586","T",1.1,"0P005_WTL",3975,1,-1,35,1,1,35
"12587","T",1.1,"0P005_WTL",4724,1,-1,35,2,1,135
"12588","T",1.1,"0P005_WTL",4861,1,1,35,3,1,235
"12589","T",1.1,"0P005_WTL",4632,1,1,35,4,1,314
"12590","T",1.1,"0P005_WTL",4058,1,1,35,5,1,414
"12591","T",1.1,"0P005_WTR",4186,-1,1,35,6,1,514
"12592","T",1.1,"0P005_WTR",3820,1,1,35,7,1,614
"12593","T",1.1,"0P005_WTR",3048,-1,-1,35,8,1,714
"12594","T",1.1,"0P005_WTR",3192,1,1,35,9,1,814
"12595","T",1.1,"0P005_WTR",3818,1,1,35,10,1,914
"12596","T",1.2,"0P005_WTL",3880,1,1,35,2,1,65
"12597","T",1.2,"0P005_WTL",7485,1,1,35,4,1,120
"12598","T",1.2,"0P005_WTL",4631,1,1,35,5,1,209
"12599","T",1.2,"0P005_WTR",5102,-1,-1,35,6,1,309
"12600","T",1.2,"0P005_WTR",5203,1,1,35,7,1,409
"12601","T",1.2,"0P005_WTR",3412,1,-1,35,8,1,509
"12602","T",1.2,"0P005_WTR",4100,1,1,35,9,1,609
"12603","T",1.2,"0P005_WTR",3841,1,-1,35,10,1,709
"12604","T",2.3,"0P005_WTL",11487,1,1,35,1,1,35
"12605","T",2.3,"0P005_WTL",10648,1,1,35,2,1,104
"12606","T",2.3,"0P005_WTL",11681,1,1,35,4,1,168
"12607","T",2.3,"0P005_WTL",9743,1,1,35,5,1,238
"12608","T",2.3,"0P005_WTR",6514,-1,-1,35,6,1,328
"12609","T",2.3,"0P005_WTR",6325,1,1,35,7,1,428
"12610","T",2.3,"0P005_WTR",3705,1,-1,35,8,1,528
"12611","T",2.3,"0P005_WTR",3492,1,1,35,9,1,628
"12612","T",2.3,"0P005_WTR",5491,1,-1,35,10,1,728
"12613","T",2.4,"0P005_WTL",5589,1,-1,35,4,1,68
"12614","T",2.4,"0P005_WTL",5106,1,1,35,5,1,168
"12615","T",2.4,"0P005_WTR",6447,-1,-1,35,6,1,268
"12616","T",2.4,"0P005_WTR",4072,-1,-1,35,7,1,369
"12617","T",2.4,"0P005_WTR",3030,-1,-1,35,8,1,470
"12618","T",2.4,"0P005_WTR",3584,1,1,35,9,1,570
"12619","T",2.4,"0P005_WTR",5583,-1,1,35,10,1,670
"12620","S",3.1,"0P005_WTL",6269,1,1,35,1,1,35
"12621","S",3.1,"0P005_WTL",9827,1,1,35,2,1,73
"12622","S",3.1,"0P005_WTL",7373,1,1,35,4,1,158
"12623","S",3.1,"0P005_WTL",9561,1,1,35,5,1,244
"12624","S",3.1,"0P005_WTR",10522,-1,-1,35,6,1,342
"12625","S",3.1,"0P005_WTR",4682,1,1,35,7,1,398
"12626","S",3.1,"0P005_WTR",5325,1,1,35,8,1,498
"12627","S",3.1,"0P005_WTR",4723,1,-1,35,9,1,597
"12628","S",3.1,"0P005_WTR",5467,1,1,35,10,1,697
"12629","S",4.2,"0P005_WTL",6452,1,1,35,3,1,71
"12630","S",4.2,"0P005_WTL",13668,1,-1,35,4,1,141
"12631","S",4.2,"0P005_WTL",3933,1,1,35,5,1,205
"12632","S",4.2,"0P005_WTR",6330,1,1,35,6,1,305
"12633","S",4.2,"0P005_WTR",4097,1,1,35,7,1,405
"12634","S",4.2,"0P005_WTR",2730,1,-1,35,8,1,505
"12635","S",4.2,"0P005_WTR",3532,1,-1,35,9,1,605
"12636","S",4.2,"0P005_WTR",4038,1,1,35,10,1,705
"12637","S",5.1,"0P005_WTL",4810,1,1,35,1,1,35
"12638","S",5.1,"0P005_WTL",6913,1,1,35,2,1,135
"12639","S",5.1,"0P005_WTL",11288,1,1,35,3,1,230
"12640","S",5.1,"0P005_WTL",4891,1,1,35,4,1,324
"12641","S",5.1,"0P005_WTL",10228,1,1,35,5,1,424
