"","Treatment","Subject","Task","Time","Choice","Reward","Trial","Day","Ones","AllTrials"
"1","T",1.1,"0P005_WTL",55,-1,1,1,1,1,1
"2","T",1.1,"0P005_WTL",107,-1,1,1,2,1,101
"3","T",1.1,"0P005_WTL",1586,1,-1,1,3,1,201
"4","T",1.1,"0P005_WTL",1584,1,1,1,4,1,280
"5","T",1.1,"0P005_WTL",1168,1,1,1,5,1,380
"6","T",1.1,"0P005_WTR",663,-1,-1,1,6,1,480
"7","T",1.1,"0P005_WTR",108,-1,1,1,7,1,580
"8","T",1.1,"0P005_WTR",58,1,1,1,8,1,680
"9","T",1.1,"0P005_WTR",53,1,1,1,9,1,780
"10","T",1.1,"0P005_WTR",884,1,-1,1,10,1,880
"11","T",1.2,"0P005_WTL",48,1,1,1,1,1,1
"12","T",1.2,"0P005_WTL",77,1,1,1,2,1,31
"13","T",1.2,"0P005_WTL",131,1,1,1,3,1,77
"14","T",1.2,"0P005_WTL",1743,1,1,1,4,1,86
"15","T",1.2,"0P005_WTL",1266,1,1,1,5,1,175
"16","T",1.2,"0P005_WTR",305,-1,-1,1,6,1,275
"17","T",1.2,"0P005_WTR",1168,1,1,1,7,1,375
"18","T",1.2,"0P005_WTR",61,-1,-1,1,8,1,475
"19","T",1.2,"0P005_WTR",85,1,1,1,9,1,575
"20","T",1.2,"0P005_WTR",91,1,1,1,10,1,675
"21","T",2.3,"0P005_WTL",673,-1,-1,1,1,1,1
"22","T",2.3,"0P005_WTL",852,-1,-1,1,2,1,70
"23","T",2.3,"0P005_WTL",2681,1,-1,1,3,1,129
"24","T",2.3,"0P005_WTL",1349,-1,-1,1,4,1,134
"25","T",2.3,"0P005_WTL",1213,1,1,1,5,1,204
"26","T",2.3,"0P005_WTR",1193,-1,-1,1,6,1,294
"27","T",2.3,"0P005_WTR",1290,-1,-1,1,7,1,394
"28","T",2.3,"0P005_WTR",124,1,1,1,8,1,494
"29","T",2.3,"0P005_WTR",207,1,1,1,9,1,594
"30","T",2.3,"0P005_WTR",1046,1,1,1,10,1,694
"31","T",2.4,"0P005_WTL",378,-1,-1,1,1,1,1
"32","T",2.4,"0P005_WTL",463,1,1,1,2,1,11
"33","T",2.4,"0P005_WTL",1243,1,1,1,3,1,21
"34","T",2.4,"0P005_WTL",1648,1,1,1,4,1,34
"35","T",2.4,"0P005_WTL",1651,1,1,1,5,1,134
"36","T",2.4,"0P005_WTR",1679,1,1,1,6,1,234
"37","T",2.4,"0P005_WTR",152,-1,-1,1,7,1,335
"38","T",2.4,"0P005_WTR",44,-1,1,1,8,1,436
"39","T",2.4,"0P005_WTR",76,-1,-1,1,9,1,536
"40","T",2.4,"0P005_WTR",1388,1,-1,1,10,1,636
"41","S",3.1,"0P005_WTL",768,1,1,1,1,1,1
"42","S",3.1,"0P005_WTL",633,-1,1,1,2,1,39
"43","S",3.1,"0P005_WTL",745,1,-1,1,3,1,116
"44","S",3.1,"0P005_WTL",680,-1,-1,1,4,1,124
"45","S",3.1,"0P005_WTL",181,-1,-1,1,5,1,210
"46","S",3.1,"0P005_WTR",990,1,1,1,6,1,308
"47","S",3.1,"0P005_WTR",572,-1,-1,1,7,1,364
"48","S",3.1,"0P005_WTR",74,-1,-1,1,8,1,464
"49","S",3.1,"0P005_WTR",388,1,1,1,9,1,563
"50","S",3.1,"0P005_WTR",680,1,1,1,10,1,663
"51","S",4.2,"0P005_WTL",753,-1,-1,1,1,1,1
"52","S",4.2,"0P005_WTL",231,-1,1,1,2,1,10
"53","S",4.2,"0P005_WTL",1599,1,1,1,3,1,37
"54","S",4.2,"0P005_WTL",6158,1,1,1,4,1,107
"55","S",4.2,"0P005_WTL",402,1,NA,1,5,1,171
"56","S",4.2,"0P005_WTR",724,1,1,1,6,1,271
"57","S",4.2,"0P005_WTR",698,-1,-1,1,7,1,371
"58","S",4.2,"0P005_WTR",85,-1,1,1,8,1,471
"59","S",4.2,"0P005_WTR",194,-1,-1,1,9,1,571
"60","S",4.2,"0P005_WTR",1004,1,1,1,10,1,671
"61","S",5.1,"0P005_WTL",81,-1,1,1,1,1,1
"62","S",5.1,"0P005_WTL",3095,-1,-1,1,2,1,101
"63","S",5.1,"0P005_WTL",6750,1,1,1,3,1,196
"64","S",5.1,"0P005_WTL",1015,1,1,1,4,1,290
"65","S",5.1,"0P005_WTL",1186,1,1,1,5,1,390
"66","S",5.1,"0P005_WTR",490,-1,-1,1,6,1,440
"67","S",5.1,"0P005_WTR",305,-1,-1,1,7,1,532
"68","S",5.1,"0P005_WTR",37,-1,-1,1,8,1,632
"69","S",5.1,"0P005_WTR",151,-1,-1,1,9,1,732
"70","S",5.1,"0P005_WTR",622,-1,-1,1,10,1,832
"71","S",5.2,"0P005_WTL",121,-1,-1,1,1,1,1
"72","S",5.2,"0P005_WTL",1894,1,1,1,2,1,25
"73","S",5.2,"0P005_WTL",434,1,-1,1,3,1,125
"74","S",5.2,"0P005_WTL",1863,1,1,1,4,1,199
"75","S",5.2,"0P005_WTL",1539,1,1,1,5,1,299
"76","S",5.2,"0P005_WTR",503,-1,-1,1,6,1,399
"77","S",5.2,"0P005_WTR",617,1,1,1,7,1,499
"78","S",5.2,"0P005_WTR",843,1,1,1,8,1,599
"79","S",5.2,"0P005_WTR",40,1,1,1,9,1,685
"80","S",5.2,"0P005_WTR",3157,1,1,1,10,1,785
"81","T",6.3,"0P005_WTL",561,-1,-1,1,1,1,1
"82","T",6.3,"0P005_WTL",235,-1,-1,1,2,1,24
"83","T",6.3,"0P005_WTL",913,1,1,1,3,1,124
"84","T",6.3,"0P005_WTL",108,1,1,1,4,1,223
"85","T",6.3,"0P005_WTL",100,1,1,1,5,1,323
"86","T",6.3,"0P005_WTR",52,-1,1,1,6,1,423
"87","T",6.3,"0P005_WTR",117,-1,-1,1,7,1,523
"88","T",6.3,"0P005_WTR",120,1,1,1,8,1,623
"89","T",6.3,"0P005_WTR",77,-1,-1,1,9,1,723
"90","T",6.3,"0P005_WTR",85,-1,1,1,10,1,823
"91","T",6.4,"0P005_WTL",154,1,1,1,1,1,1
"92","T",6.4,"0P005_WTL",49,1,1,1,2,1,101
"93","T",6.4,"0P005_WTL",151,1,1,1,3,1,179
"94","T",6.4,"0P005_WTL",104,1,1,1,4,1,248
"95","T",6.4,"0P005_WTL",25,1,1,1,5,1,348
"96","T",6.4,"0P005_WTR",33,-1,1,1,6,1,448
"97","T",6.4,"0P005_WTR",42,-1,-1,1,7,1,548
"98","T",6.4,"0P005_WTR",51,-1,-1,1,8,1,648
"99","T",6.4,"0P005_WTR",49,-1,-1,1,9,1,748
"100","T",6.4,"0P005_WTR",101,-1,-1,1,10,1,848
"101","S",7.1,"0P005_WTL",41,-1,1,1,1,1,1
"102","S",7.1,"0P005_WTL",248,1,1,1,2,1,88
"103","S",7.1,"0P005_WTL",93,-1,-1,1,3,1,89
"104","S",7.1,"0P005_WTL",180,1,1,1,4,1,119
"105","S",7.1,"0P005_WTL",3443,1,-1,1,5,1,191
"106","S",7.1,"0P005_WTR",258,1,1,1,6,1,280
"107","S",7.1,"0P005_WTR",485,-1,1,1,7,1,330
"108","S",7.1,"0P005_WTR",595,1,1,1,8,1,430
"109","S",7.1,"0P005_WTR",510,1,1,1,9,1,502
"110","S",7.1,"0P005_WTR",126,1,-1,1,10,1,602
"111","S",7.4,"0P005_WTL",4982,1,1,1,1,1,1
"112","S",7.4,"0P005_WTL",5339,1,1,1,3,1,9
"113","S",7.4,"0P005_WTL",370,-1,-1,1,4,1,14
"114","T",8.2,"0P005_WTL",1584,-1,-1,1,1,1,1
"115","T",8.2,"0P005_WTL",58,1,1,1,2,1,85
"116","T",8.2,"0P005_WTL",362,1,1,1,3,1,103
"117","T",8.2,"0P005_WTL",94,-1,1,1,4,1,203
"118","T",8.2,"0P005_WTL",35,1,1,1,5,1,303
"119","T",8.2,"0P005_WTR",88,-1,-1,1,6,1,403
"120","S",8.2,"0P005_WTR",134,-1,-1,2,6,1,404
"121","T",8.2,"0P005_WTR",178,-1,-1,1,7,1,603
"122","T",8.2,"0P005_WTR",102,1,1,1,8,1,704
"123","T",8.2,"0P005_WTR",297,1,1,1,9,1,804
"124","T",8.2,"0P005_WTR",28,1,-1,1,10,1,904
"125","T",8.3,"0P005_WTL",399,1,1,1,1,1,1
"126","T",8.3,"0P005_WTL",649,1,1,1,2,1,71
"127","T",8.3,"0P005_WTL",950,1,1,1,3,1,75
"128","T",8.3,"0P005_WTL",178,1,1,1,4,1,120
"129","T",8.3,"0P005_WTL",443,1,1,1,5,1,219
"130","T",8.3,"0P005_WTR",294,1,1,1,6,1,294
"131","T",8.3,"0P005_WTR",1001,1,1,1,7,1,394
"132","T",8.3,"0P005_WTR",615,1,1,1,8,1,490
"133","T",8.3,"0P005_WTR",140,1,1,1,9,1,590
"134","T",8.3,"0P005_WTR",349,1,1,1,10,1,687
"135","S",9.1,"0P005_WTL",28,-1,-1,1,1,1,1
"136","S",9.1,"0P005_WTL",95,1,1,1,2,1,36
"137","S",9.1,"0P005_WTL",40,1,1,1,3,1,131
"138","S",9.1,"0P005_WTL",71,-1,-1,1,4,1,171
"139","S",9.1,"0P005_WTL",1438,-1,-1,1,5,1,271
"140","S",9.1,"0P005_WTR",700,-1,-1,1,6,1,282
"141","S",9.1,"0P005_WTR",912,-1,-1,1,7,1,284
"142","S",9.1,"0P005_WTR",4625,1,1,1,8,1,299
"143","S",9.1,"0P005_WTR",107,1,1,1,9,1,389
"144","S",9.1,"0P005_WTR",45,1,1,1,10,1,489
"145","S",9.2,"0P005_WTL",75,-1,-1,1,1,1,1
"146","S",9.2,"0P005_WTL",216,1,1,1,2,1,9
"147","S",9.2,"0P005_WTL",107,-1,-1,1,3,1,109
"148","S",9.2,"0P005_WTL",53,1,1,1,4,1,124
"149","S",9.2,"0P005_WTL",20,1,-1,1,5,1,224
"150","S",9.2,"0P005_WTR",99,-1,-1,1,7,1,324
"151","S",9.2,"0P005_WTR",190,1,1,1,8,1,425
"152","S",9.2,"0P005_WTR",562,1,1,1,9,1,525
"153","S",9.2,"0P005_WTR",183,1,1,1,10,1,625
"154","S",10.3,"0P005_WTL",257,-1,-1,1,1,1,1
"155","S",10.3,"0P005_WTL",2586,-1,-1,1,2,1,19
"156","S",10.3,"0P005_WTL",3617,1,-1,1,3,1,60
"157","S",10.3,"0P005_WTL",119,1,1,1,4,1,98
"158","S",10.3,"0P005_WTL",182,1,1,1,5,1,198
"159","S",10.3,"0P005_WTR",236,-1,-1,1,6,1,298
"160","S",10.3,"0P005_WTR",165,1,1,1,7,1,398
"161","S",10.3,"0P005_WTR",51,-1,-1,1,8,1,498
"162","S",10.3,"0P005_WTR",31,-1,-1,1,9,1,598
"163","S",10.3,"0P005_WTR",146,-1,-1,1,10,1,699
"164","S",10.4,"0P005_WTL",32,-1,-1,1,1,1,1
"165","S",10.4,"0P005_WTL",327,1,1,1,2,1,4
"166","S",10.4,"0P005_WTL",7316,-1,-1,1,3,1,41
"167","S",10.4,"0P005_WTL",133,1,1,1,4,1,43
"168","S",10.4,"0P005_WTL",5753,-1,-1,1,5,1,144
"169","S",10.4,"0P005_WTR",1316,1,1,1,6,1,205
"170","S",10.4,"0P005_WTR",541,1,1,1,7,1,305
"171","S",10.4,"0P005_WTR",83,1,-1,1,8,1,405
"172","S",10.4,"0P005_WTR",39,1,1,1,9,1,505
"173","S",10.4,"0P005_WTR",58,1,1,1,10,1,605
"174","T",11.1,"0P005_WTL",47,1,-1,1,1,1,1
"175","T",11.1,"0P005_WTL",282,-1,1,1,2,1,89
"176","T",11.1,"0P005_WTL",901,1,1,1,3,1,127
"177","T",11.1,"0P005_WTL",49,1,1,1,4,1,136
"178","T",11.1,"0P005_WTL",149,1,1,1,5,1,236
"179","T",11.1,"0P005_WTR",664,-1,-1,1,6,1,322
"180","T",11.1,"0P005_WTR",1959,1,1,1,7,1,390
"181","T",11.1,"0P005_WTR",105,1,1,1,8,1,470
"182","T",11.1,"0P005_WTR",92,1,-1,1,9,1,570
"183","T",11.1,"0P005_WTR",31,1,1,1,10,1,670
"184","T",11.3,"0P005_WTL",204,-1,-1,1,1,1,1
"185","T",11.3,"0P005_WTL",144,-1,-1,1,2,1,19
"186","T",11.3,"0P005_WTL",69,1,-1,1,3,1,29
"187","T",11.3,"0P005_WTL",422,-1,-1,1,4,1,57
"188","T",11.3,"0P005_WTL",53,1,1,1,5,1,145
"189","T",11.3,"0P005_WTR",88,-1,-1,1,6,1,246
"190","T",11.3,"0P005_WTR",90,-1,-1,1,7,1,346
"191","T",11.3,"0P005_WTR",116,-1,1,1,8,1,447
"192","T",11.3,"0P005_WTR",82,1,1,1,9,1,547
"193","T",11.3,"0P005_WTR",31,-1,-1,1,10,1,648
"194","T",12.2,"0P005_WTL",756,-1,1,1,1,1,1
"195","T",12.2,"0P005_WTL",133,-1,-1,1,2,1,31
"196","T",12.2,"0P005_WTL",483,1,1,1,3,1,127
"197","T",12.2,"0P005_WTL",174,-1,-1,1,4,1,221
"198","T",12.2,"0P005_WTL",110,-1,-1,1,5,1,321
"199","T",12.2,"0P005_WTR",35,-1,1,1,6,1,421
"200","T",12.2,"0P005_WTR",94,-1,-1,1,7,1,521
"201","T",12.2,"0P005_WTR",31,-1,-1,1,8,1,621
"202","T",12.2,"0P005_WTR",22,-1,-1,1,9,1,721
"203","T",12.2,"0P005_WTR",110,1,-1,1,10,1,822
"204","T",12.4,"0P005_WTL",148,-1,1,1,1,1,1
"205","T",12.4,"0P005_WTL",67,1,1,1,2,1,2
"206","T",12.4,"0P005_WTL",224,-1,1,1,3,1,102
"207","T",12.4,"0P005_WTL",374,1,1,1,4,1,136
"208","T",12.4,"0P005_WTL",36,-1,-1,1,5,1,236
"209","T",12.4,"0P005_WTR",310,-1,-1,1,6,1,336
"210","T",12.4,"0P005_WTR",130,-1,1,1,7,1,436
"211","T",12.4,"0P005_WTR",23,-1,-1,1,8,1,536
"212","T",12.4,"0P005_WTR",53,1,1,1,9,1,636
"213","T",12.4,"0P005_WTR",76,1,1,1,10,1,737
"214","T",13.1,"0P005_WTL",42,1,-1,1,1,1,1
"215","T",13.1,"0P005_WTL",421,1,-1,1,2,1,79
"216","T",13.1,"0P005_WTL",490,1,1,1,3,1,149
"217","T",13.1,"0P005_WTL",685,1,1,1,4,1,229
"218","T",13.1,"0P005_WTL",361,1,-1,1,5,1,329
"219","T",13.1,"0P005_WTR",73,-1,-1,1,6,1,429
"220","T",13.1,"0P005_WTR",326,-1,-1,1,7,1,529
"221","T",13.1,"0P005_WTR",118,-1,-1,1,8,1,629
"222","T",13.1,"0P005_WTR",262,1,-1,1,9,1,729
"223","T",13.1,"0P005_WTR",356,-1,-1,1,10,1,816
"224","T",13.2,"0P005_WTL",35,-1,-1,1,1,1,1
"225","T",13.2,"0P005_WTL",127,-1,-1,1,2,1,18
"226","T",13.2,"0P005_WTL",138,-1,-1,1,3,1,21
"227","T",13.2,"0P005_WTL",299,1,1,1,4,1,35
"228","T",13.2,"0P005_WTL",174,1,1,1,5,1,136
"229","T",13.2,"0P005_WTR",151,-1,NA,1,6,1,236
"230","T",13.2,"0P005_WTR",99,-1,-1,1,7,1,336
"231","T",13.2,"0P005_WTR",42,1,1,1,8,1,436
"232","T",13.2,"0P005_WTR",87,1,1,1,9,1,536
"233","T",13.2,"0P005_WTR",68,1,1,1,10,1,636
"234","T",14.1,"0P005_WTL",53,1,-1,1,1,1,1
"235","T",14.3,"0P005_WTL",43,1,1,1,3,1,1
"236","T",14.3,"0P005_WTL",67,-1,-1,1,4,1,30
"237","T",14.3,"0P005_WTL",75,1,1,1,5,1,130
"238","T",14.3,"0P005_WTR",25,-1,-1,1,6,1,230
"239","T",14.3,"0P005_WTR",33,-1,-1,1,7,1,330
"240","T",14.3,"0P005_WTR",20,-1,-1,1,8,1,431
"241","T",14.3,"0P005_WTR",34,-1,-1,1,9,1,532
"242","T",14.3,"0P005_WTR",55,1,NA,1,10,1,632
"243","T",14.4,"0P005_WTL",75,-1,1,1,1,1,1
"244","T",14.4,"0P005_WTL",87,1,1,1,3,1,3
"245","T",14.4,"0P005_WTL",27,-1,-1,1,4,1,103
"246","T",14.4,"0P005_WTL",32,1,-1,1,5,1,203
"247","T",14.4,"0P005_WTR",37,-1,1,1,6,1,304
"248","T",14.4,"0P005_WTR",74,1,-1,1,7,1,404
"249","T",14.4,"0P005_WTR",34,-1,NA,1,8,1,505
"250","T",14.4,"0P005_WTR",30,-1,-1,1,9,1,605
"251","T",14.4,"0P005_WTR",40,1,1,1,10,1,705
"252","S",15.1,"0P005_WTL",35,-1,-1,1,1,1,1
"253","S",15.1,"0P005_WTL",129,1,1,1,2,1,27
"254","S",15.1,"0P005_WTL",116,1,1,1,3,1,51
"255","S",15.1,"0P005_WTL",234,1,1,1,4,1,69
"256","S",15.1,"0P005_WTL",70,1,1,1,5,1,166
"257","S",15.1,"0P005_WTR",71,-1,1,1,6,1,267
"258","S",15.1,"0P005_WTR",27,-1,-1,1,7,1,367
"259","S",15.1,"0P005_WTR",70,-1,1,1,8,1,467
"260","S",15.1,"0P005_WTR",28,-1,-1,1,9,1,567
"261","S",15.1,"0P005_WTR",85,-1,1,1,10,1,667
"262","S",15.4,"0P005_WTL",64,-1,1,1,1,1,1
"263","S",15.4,"0P005_WTL",73,1,1,1,2,1,13
"264","S",15.4,"0P005_WTL",43,1,-1,1,3,1,30
"265","S",15.4,"0P005_WTL",165,1,1,1,4,1,33
"266","S",15.4,"0P005_WTL",248,1,1,1,5,1,133
"267","S",15.4,"0P005_WTR",26,-1,-1,1,6,1,233
"268","S",15.4,"0P005_WTR",33,-1,-1,1,7,1,334
"269","S",15.4,"0P005_WTR",37,-1,-1,1,8,1,434
"270","S",15.4,"0P005_WTR",74,1,1,1,9,1,534
"271","S",15.4,"0P005_WTR",87,1,1,1,10,1,634
"272","S",16.2,"0P005_WTL",57,-1,-1,1,1,1,1
"273","S",16.2,"0P005_WTL",372,1,1,1,2,1,101
"274","S",16.2,"0P005_WTL",137,1,1,1,3,1,201
"275","S",16.2,"0P005_WTL",154,-1,1,1,4,1,239
"276","S",16.2,"0P005_WTL",196,1,1,1,5,1,339
"277","S",16.2,"0P005_WTR",31,-1,-1,1,6,1,439
"278","S",16.2,"0P005_WTR",134,1,1,1,7,1,539
"279","S",16.2,"0P005_WTR",88,1,1,1,8,1,639
"280","S",16.2,"0P005_WTR",35,-1,-1,1,9,1,739
"281","S",16.2,"0P005_WTR",64,1,1,1,10,1,839
"282","S",16.3,"0P005_WTL",104,-1,-1,1,1,1,1
"283","T",16.3,"0P005_WTL",58,-1,-1,1,2,1,82
"284","S",16.3,"0P005_WTL",700,1,1,2,2,1,83
"285","S",16.3,"0P005_WTL",90,1,1,1,3,1,250
"286","S",16.3,"0P005_WTL",90,-1,1,1,4,1,306
"287","S",16.3,"0P005_WTL",185,1,1,1,5,1,406
"288","S",16.3,"0P005_WTR",91,-1,-1,1,6,1,506
"289","S",16.3,"0P005_WTR",80,1,1,1,7,1,606
"290","S",16.3,"0P005_WTR",46,-1,-1,1,8,1,706
"291","S",16.3,"0P005_WTR",28,-1,1,1,9,1,806
"292","S",16.3,"0P005_WTR",31,-1,1,1,10,1,906
"293","T",16.4,"0P005_WTL",89,1,1,1,2,1,1
"294","S",17.1,"0P005_WTL",27,-1,-1,1,1,1,1
"295","S",17.1,"0P005_WTL",53,-1,-1,1,2,1,22
"296","S",17.1,"0P005_WTL",102,1,1,1,3,1,57
"297","S",17.1,"0P005_WTL",304,-1,-1,1,4,1,60
"298","S",17.1,"0P005_WTL",295,1,1,1,5,1,156
"299","S",17.1,"0P005_WTR",72,-1,-1,1,6,1,256
"300","S",17.1,"0P005_WTR",93,1,-1,1,7,1,356
"301","S",17.1,"0P005_WTR",59,-1,-1,1,8,1,456
"302","S",17.1,"0P005_WTR",109,1,-1,1,9,1,556
"303","S",17.1,"0P005_WTR",502,1,-1,1,10,1,645
"304","S",17.2,"0P005_WTL",1248,1,1,1,1,1,1
"305","S",17.2,"0P005_WTL",1224,-1,-1,1,2,1,50
"306","S",17.2,"0P005_WTL",38,1,1,1,3,1,114
"307","S",17.2,"0P005_WTL",152,1,1,1,4,1,185
"308","S",17.2,"0P005_WTL",49,-1,-1,1,5,1,270
"309","S",17.2,"0P005_WTR",48,1,-1,1,6,1,370
"310","S",17.2,"0P005_WTR",149,-1,-1,1,7,1,470
"311","S",17.2,"0P005_WTR",451,-1,1,1,8,1,570
"312","S",17.2,"0P005_WTR",203,1,1,1,9,1,665
"313","S",17.2,"0P005_WTR",167,-1,1,1,10,1,765
"314","T",18.3,"0P005_WTL",112,1,-1,1,1,1,1
"315","T",18.3,"0P005_WTL",94,-1,1,1,2,1,28
"316","T",18.3,"0P005_WTL",109,1,1,1,3,1,128
"317","T",18.3,"0P005_WTL",214,1,1,1,4,1,177
"318","T",18.3,"0P005_WTL",100,1,1,1,5,1,277
"319","T",18.3,"0P005_WTR",68,-1,-1,1,6,1,377
"320","T",18.3,"0P005_WTR",117,-1,NA,1,7,1,477
"321","T",18.3,"0P005_WTR",19,-1,-1,1,8,1,577
"322","T",18.3,"0P005_WTR",34,-1,-1,1,9,1,677
"323","T",18.3,"0P005_WTR",55,-1,-1,1,10,1,777
"324","T",18.4,"0P005_WTL",29,1,1,1,1,1,1
"325","T",18.4,"0P005_WTL",27,1,1,1,2,1,8
"326","T",18.4,"0P005_WTL",36,1,1,1,3,1,20
"327","T",18.4,"0P005_WTL",93,1,1,1,4,1,41
"328","T",18.4,"0P005_WTL",89,1,1,1,5,1,141
"329","T",18.4,"0P005_WTR",66,-1,1,1,6,1,241
"330","T",18.4,"0P005_WTR",123,-1,-1,1,7,1,341
"331","T",18.4,"0P005_WTR",60,1,1,1,8,1,441
"332","T",18.4,"0P005_WTR",27,-1,1,1,9,1,542
"333","T",18.4,"0P005_WTR",65,1,1,1,10,1,642
"334","T",19.1,"0P005_WTL",74,1,1,1,1,1,1
"335","T",19.1,"0P005_WTL",73,1,1,1,2,1,77
"336","T",19.1,"0P005_WTL",55,-1,-1,1,3,1,177
"337","T",19.1,"0P005_WTL",313,1,1,1,4,1,184
"338","T",19.1,"0P005_WTL",43,1,1,1,5,1,284
"339","T",19.1,"0P005_WTR",20,-1,1,1,6,1,384
"340","T",19.1,"0P005_WTR",114,-1,-1,1,7,1,484
"341","T",19.1,"0P005_WTR",26,-1,-1,1,8,1,584
"342","T",19.1,"0P005_WTR",48,-1,1,1,9,1,684
"343","T",19.1,"0P005_WTR",70,-1,1,1,10,1,784
"344","T",19.3,"0P005_WTL",56,-1,1,1,1,1,1
"345","T",19.3,"0P005_WTL",41,1,1,1,2,1,32
"346","T",19.3,"0P005_WTL",52,1,-1,1,3,1,39
"347","T",19.3,"0P005_WTL",106,1,1,1,4,1,42
"348","T",19.3,"0P005_WTL",196,1,1,1,5,1,142
"349","T",19.3,"0P005_WTR",129,-1,NA,1,6,1,242
"350","T",19.3,"0P005_WTR",206,1,1,1,7,1,343
"351","T",19.3,"0P005_WTR",62,-1,NA,1,8,1,443
"352","T",19.3,"0P005_WTR",24,-1,NA,1,9,1,543
"353","T",19.3,"0P005_WTR",36,-1,-1,1,10,1,643
"354","S",20.2,"0P005_WTL",1605,1,1,1,1,1,1
"355","S",20.2,"0P005_WTL",1403,1,1,1,4,1,101
"356","S",20.2,"0P005_WTL",4512,1,1,1,5,1,150
"357","S",20.2,"0P005_WTR",35,-1,1,1,7,1,200
"358","S",20.4,"0P005_WTL",86,1,1,1,1,1,1
"359","S",20.4,"0P005_WTL",6443,-1,-1,1,2,1,15
"360","S",20.4,"0P005_WTL",2462,1,1,1,3,1,93
"361","S",20.4,"0P005_WTR",315,-1,-1,1,6,1,169
"362","S",20.4,"0P005_WTR",253,1,1,1,8,1,228
"363","S",20.4,"0P005_WTR",138,1,1,1,9,1,321
"364","S",20.4,"0P005_WTR",927,1,-1,1,10,1,421
"365","S",21.2,"0P005_WTL",227,-1,-1,1,1,1,1
"366","S",21.2,"0P005_WTL",246,1,-1,1,2,1,101
"367","S",21.2,"0P005_WTL",540,1,1,1,3,1,141
"368","S",21.2,"0P005_WTL",45,1,1,1,4,1,241
"369","S",21.2,"0P005_WTL",94,1,1,1,5,1,341
"370","S",21.2,"0P005_WTR",101,-1,NA,1,6,1,441
"371","S",21.2,"0P005_WTR",21,-1,-1,1,7,1,541
"372","S",21.2,"0P005_WTR",32,1,1,1,8,1,641
"373","S",21.2,"0P005_WTR",60,1,-1,1,9,1,741
"374","S",21.2,"0P005_WTR",40,1,1,1,10,1,841
"375","S",21.3,"0P005_WTL",719,-1,-1,1,5,1,1
"376","S",21.4,"0P005_WTL",305,1,1,1,1,1,1
"377","S",21.4,"0P005_WTL",2277,1,-1,1,2,1,76
"378","S",21.4,"0P005_WTL",888,1,1,1,3,1,175
"379","S",21.4,"0P005_WTL",1293,1,-1,1,4,1,275
"380","S",21.4,"0P005_WTR",149,-1,-1,1,6,1,375
"381","S",21.4,"0P005_WTR",93,1,1,1,7,1,475
"382","S",21.4,"0P005_WTR",35,-1,-1,1,8,1,575
"383","S",21.4,"0P005_WTR",26,-1,1,1,9,1,675
"384","S",21.4,"0P005_WTR",33,-1,-1,1,10,1,775
"385","T",22.1,"0P005_WTL",347,1,1,1,1,1,1
"386","T",22.1,"0P005_WTL",177,1,1,1,2,1,7
"387","T",22.1,"0P005_WTL",426,1,1,1,3,1,107
"388","T",22.1,"0P005_WTL",406,1,1,1,4,1,121
"389","T",22.1,"0P005_WTL",123,1,-1,1,5,1,221
"390","T",22.1,"0P005_WTR",47,-1,1,1,6,1,321
"391","T",22.1,"0P005_WTR",89,-1,-1,1,7,1,421
"392","T",22.1,"0P005_WTR",70,-1,-1,1,8,1,521
"393","T",22.1,"0P005_WTR",51,1,1,1,9,1,621
"394","T",22.1,"0P005_WTR",951,1,1,1,10,1,721
"395","T",22.3,"0P005_WTL",211,-1,1,1,1,1,1
"396","T",22.3,"0P005_WTL",105,1,1,1,2,1,74
"397","T",22.3,"0P005_WTL",229,1,1,1,3,1,85
"398","T",22.3,"0P005_WTL",765,1,-1,1,4,1,139
"399","T",22.3,"0P005_WTL",54,1,-1,1,5,1,239
"400","T",22.3,"0P005_WTR",20,1,1,1,6,1,339
"401","T",22.3,"0P005_WTR",24,1,1,1,7,1,439
"402","T",22.3,"0P005_WTR",122,-1,NA,1,8,1,539
"403","T",22.3,"0P005_WTR",28,-1,-1,1,9,1,639
"404","T",22.3,"0P005_WTR",26,-1,-1,1,10,1,739
"405","T",1.1,"0P005_WTL",159,1,1,2,1,1,2
"406","T",1.1,"0P005_WTL",1157,1,-1,2,2,1,102
"407","T",1.1,"0P005_WTL",1740,1,1,2,3,1,202
"408","T",1.1,"0P005_WTL",1681,1,1,2,4,1,281
"409","T",1.1,"0P005_WTL",1340,1,1,2,5,1,381
"410","T",1.1,"0P005_WTR",1126,-1,-1,2,6,1,481
"411","T",1.1,"0P005_WTR",294,-1,-1,2,7,1,581
"412","T",1.1,"0P005_WTR",161,1,1,2,8,1,681
"413","T",1.1,"0P005_WTR",307,1,1,2,9,1,781
"414","T",1.1,"0P005_WTR",960,1,-1,2,10,1,881
"415","T",1.2,"0P005_WTL",178,1,1,2,1,1,2
"416","T",1.2,"0P005_WTL",277,1,1,2,2,1,32
"417","T",1.2,"0P005_WTL",399,1,1,2,3,1,78
"418","T",1.2,"0P005_WTL",2197,1,-1,2,4,1,87
"419","T",1.2,"0P005_WTL",1444,1,1,2,5,1,176
"420","T",1.2,"0P005_WTR",452,-1,-1,2,6,1,276
"421","T",1.2,"0P005_WTR",1295,1,1,2,7,1,376
"422","T",1.2,"0P005_WTR",186,1,1,2,8,1,476
